timestamp,url,indicator
2025-07-31T22:04:47.625Z,https://www.google.com/search?q=alrajhi&rlz=1C1ONGR_enUS1087US1087&oq=alr&gs_lcrp=EgZjaHJvbWUqDAgAECMYJxiABBiKBTIMCAAQIxgnGIAEGIoFMhAIARAuGMcBGLEDGNEDGIAEMgYIAhBFGEAyDQgDEAAYgwEYsQMYgAQyBggEEEUYPDIGCAUQRRg8MgYIBhBFGDwyBggHEEUYPNIBBzgzOGowajeoAgiwAgHxBQIyQkByZr6x&sourceid=chrome&ie=UTF-8,ML verdict: benign (score: 0.132)
2025-07-31T22:05:08.356Z,https://www.alrajhibank.com.sa/en,Whitelisted domain
2025-07-31T22:07:50.779Z,https://www.google.com/search?q=%22benign%22+meaning&rlz=1C1ONGR_enUS1087US1087&oq=%22benign%22+meaning&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIPCAEQABhGGPkBGLEDGIAEMgcIAhAAGIAEMgcIAxAAGIAEMgcIBBAAGIAEMgcIBRAAGIAEMgcIBhAAGIAEMgcIBxAAGIAEMgcICBAAGIAEMgcICRAAGIAE0gEIMjI1OGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,ML verdict: benign (score: 0.132)
2025-07-31T22:24:00.782Z,https://example.com/,
2025-07-31T22:24:09.200Z,https://www.alahli.com/en/pages/personal-banking,benign
2025-07-31T22:31:29.079Z,https://example.com/,benign
2025-07-31T22:31:58.809Z,https://www.google.com/search?q=http+%2F%2F192.168.l.l&rlz=1C1ONGR_enUS1087US1087&oq=http%3A%2F%2F&gs_lcrp=EgZjaHJvbWUqBwgCEAAYgAQyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIGCAMQRRg8MgYIBBBFGDwyBggFEEUYPDIGCAYQRRhBMgYIBxBFGEHSAQg4NTM4ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,benign
2025-07-31T22:32:11.603Z,https://www.google.com/search?q=http+testig+website&rlz=1C1ONGR_enUS1087US1087&oq=http+testig+website&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMggIAhAAGBYYHjIKCAMQABgIGA0YHjIKCAQQABgIGA0YHjIKCAUQABgIGA0YHjIKCAYQABgIGA0YHjINCAcQABiGAxiABBiKBTINCAgQABiGAxiABBiKBTINCAkQABiGAxiABBiKBdIBCDk2NDFqMGo5qAIAsAIB&sourceid=chrome&ie=UTF-8,benign
2025-07-31T22:32:40.424Z,https://www.google.com/search?q=http+%5Cwebsite&sca_esv=cdfd0c0176bc6a03&rlz=1C1ONGR_enUS1087US1087&sxsrf=AE3TifNtV-GBXDSgtgrnOVRWgsHzalztJA%3A1754001125397&ei=5e6LaJaHGI6M7NYP76LfkA0&ved=0ahUKEwjWjY-wk-iOAxUOBtsEHW_RF9IQ4dUDCBA&uact=5&oq=http+%5Cwebsite&gs_lp=Egxnd3Mtd2l6LXNlcnAiDWh0dHAgXHdlYnNpdGUyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEdIugZQ8ARYuQZwAngAkAEBmAG0AaABtAGqAQMwLjG4AQPIAQD4AQGYAgKgAgmYAwDiAwUSATEgQIgGAZAGCJIHATKgB7oFsgcAuAcAwgcFMC4xLjHIBwY&sclient=gws-wiz-serp,benign
2025-07-31T22:32:42.705Z,https://www.google.com/search?q=http+website&sca_esv=cdfd0c0176bc6a03&rlz=1C1ONGR_enUS1087US1087&sxsrf=AE3TifO6xQmTrdbWE5jeSRlscRSKYMgJ-w%3A1754001154132&ei=Au-LaKHuB-fkxc8P4762mAQ&ved=0ahUKEwih9-i9k-iOAxVncvEDHWOfDUMQ4dUDCBA&uact=5&oq=http+website&gs_lp=Egxnd3Mtd2l6LXNlcnAiDGh0dHAgd2Vic2l0ZTIKEAAYgAQYQxiKBTIGEAAYBxgeMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMgUQABiABDIIEAAYgAQYywFIjwVQ7AJY7AJwAXgBkAEAmAGhAaABoQGqAQMwLjG4AQPIAQD4AQGYAgKgAqcBwgIKEAAYsAMY1gQYR5gDAIgGAZAGCJIHAzEuMaAHuAWyBwMwLjG4B6QBwgcDMC4yyAcE&sclient=gws-wiz-serp,benign
2025-07-31T22:32:44.878Z,http://httpforever.com/,benign
2025-07-31T22:36:49.360Z,https://example.com/,benign
2025-07-31T22:36:53.800Z,https://example.com/,benign
2025-07-31T22:37:02.660Z,https://www.alahli.com/en/pages/personal-banking,benign
2025-07-31T22:37:06.902Z,https://www.alahli.com/en/pages/personal-banking,benign
2025-07-31T22:37:12.050Z,https://www.alahli.com/en/pages/personal-banking,benign
2025-07-31T22:37:28.209Z,https://www.alrajhibank.com.sa/en,benign
2025-07-31T22:37:40.471Z,https://www.alrajhibank.com.sa/en,benign
2025-07-31T22:37:44.270Z,https://www.alrajhibank.com.sa/en,benign
2025-07-31T22:38:06.285Z,https://info.cern.ch/,benign
2025-07-31T22:39:17.468Z,https://www.alrajhibank.com.sa/en,benign
2025-07-31T22:40:18.180Z,https://github.com/,benign
2025-07-31T22:40:23.427Z,https://github.com/khouzamaBinj/Amad-Hackathon,benign
2025-08-01T07:59:34.129Z,https://www.google.com/search?q=alinma&rlz=1C1ONGR_enUS1087US1087&oq=alinma&gs_lcrp=EgZjaHJvbWUqEAgAEAAYgwEY4wIYsQMYgAQyEAgAEAAYgwEY4wIYsQMYgAQyEwgBEC4YgwEYxwEYsQMY0QMYgAQyDQgCEAAYgwEYsQMYgAQyDQgDEAAYgwEYsQMYgAQyDQgEEC4YrwEYxwEYgAQyDAgFEAAYQxiABBiKBTIHCAYQABiABDIMCAcQABhDGIAEGIoFMgwICBAAGEMYgAQYigUyBwgJEAAYgATSAQg2MDAzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,benign
2025-08-01T07:59:51.769Z,https://www.alinma.com/,benign
2025-08-01T08:18:09.023Z,https://www.alrajhibank.com.sa/en/Business/Tutorial-videos,benign
2025-08-01T08:18:20.314Z,https://www.google.com/search?q=alinma&rlz=1C1ONGR_enUS1087US1087&oq=alin&gs_lcrp=EgZjaHJvbWUqDAgAECMYJxiABBiKBTIMCAAQIxgnGIAEGIoFMhgIARAuGEMYgwEYxwEYsQMY0QMYgAQYigUyBggCEEUYOTINCAMQABiRAhiABBiKBTISCAQQABhDGIMBGLEDGIAEGIoFMhIIBRAuGEMYrwEYxwEYgAQYigUyBggGEEUYPDIGCAcQRRg80gEHOTkxajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,benign
2025-08-01T08:18:24.227Z,https://www.alinma.com/,benign
2025-08-01T08:18:56.056Z,https://example.com/,benign
2025-08-01T08:39:52.746Z,https://www.alrajhibank.com.sa/en/Business/Tutorial-videos,benign
2025-08-01T08:40:02.054Z,https://example.com/,benign
